LU.DAT          2.1             Coordinate parameters and LandUse categories                    
   2
Produced by CTGPROC Version: 7.0.0  Level: 150211                                     
Internal Coordinate Transformations  ---  COORDLIB   Version: 1.99   Level: 070921    
FRACTION
LCC     
25.4418 N       119.4429 E      30.0N           60.0N           
 0.00000000E+00 0.00000000E+00
WGS-84  02-21-2003  
      80      80     -40.000     -40.000       1.000       1.000     9
KM  
              10    20    30    40    50    60    70    80    90
    1    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    2    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    3    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    4    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    5    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    6    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
    7    1 0.038 0.000 0.008 0.008 0.908 0.000 0.038 0.000 0.000   .                
    8    1 0.530 0.000 0.008 0.015 0.364 0.000 0.083 0.000 0.000   .                
    9    1 0.504 0.000 0.000 0.132 0.256 0.000 0.107 0.000 0.000   .                
   10    1 0.061 0.000 0.015 0.235 0.523 0.000 0.167 0.000 0.000   .                
   11    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   12    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   13    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   14    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   15    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   16    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   17    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   18    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   19    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   20    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   21    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   22    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   23    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   24    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   25    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   26    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   27    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   28    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   29    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   30    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   31    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   32    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   33    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   34    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   35    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   36    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   37    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   38    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   39    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   40    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   41    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   42    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   43    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   44    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   45    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   46    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   47    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   48    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   49    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   50    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   51    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   52    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   53    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   54    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   55    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   56    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
   57    1 0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000   .                
